8.524999999999999,345.95
8.62,347.79999999999995
8.95,345.6
8.89,344.75
8.95,345.04999999999995
8.81,344.35
8.725000000000001,342.35
8.870000000000001,340.04999999999995
8.885000000000002,339.0
8.575,336.2
7.734999999999999,331.7
7.41,329.1
7.01,323.3
6.265000000000001,318.85
5.42,316.29999999999995
4.895,311.35
4.665,308.25
5.02,291.45
5.35,285.5
5.745,287.1
6.06,292.6
6.265000000000001,297.75
6.02,295.05
5.755,294.9
6.055,294.45000000000005
5.625,287.9
4.925,282.4
4.795,281.8
4.405,273.75
4.275,265.45000000000005
4.6,258.35
4.67,253.05
4.42,250.0
4.375,236.75
3.9450000000000003,216.2
4.199999999999999,210.55
4.275,208.6
4.994999999999999,205.45
5.335,198.9
6.1,196.75
6.66,195.95
7.775,194.95
8.184999999999999,193.35000000000002
8.95,192.14999999999998
8.705,202.45
8.835,212.25
9.76,214.25
10.645,214.5
10.645,214.3
10.364999999999998,217.45
10.99,224.4
9.16,226.0
8.445,229.5
8.055,232.7
8.32,239.85000000000002
8.38,245.60000000000002
8.635,251.55
7.609999999999999,257.04999999999995
6.625,259.95000000000005
7.095,268.8
7.33,274.15
7.484999999999999,276.0
7.25,275.5
7.890000000000001,271.35
8.01,266.04999999999995
8.84,265.85
9.370000000000001,268.85
9.15,269.15
8.309999999999999,270.15
8.18,271.1
7.965,270.15
7.705,264.85
8.11,259.79999999999995
7.984999999999999,255.85000000000002
8.585,252.10000000000002
9.135,250.89999999999998
9.725,250.10000000000002
9.51,247.85
9.795,246.5
9.925,244.85000000000002
9.79,244.55
10.41,246.2
10.0,244.8
10.43,242.9
10.45,241.0
10.675,240.5
10.725000000000001,238.55
10.455,238.85
10.815,236.95
11.254999999999999,237.25
10.78,240.15
10.245000000000001,243.55
10.425,247.25
10.245000000000001,250.45
9.605,251.55
9.185,252.89999999999998
8.475000000000001,252.15
6.789999999999999,256.25
6.734999999999999,250.9
7.57,248.5
6.875,249.7
6.699999999999999,236.65
8.53,224.95
8.969999999999999,222.55
9.055,213.2
7.33,203.65
6.025,195.3
6.795,201.7
7.585,208.3
7.369999999999999,211.25
7.38,204.35
9.125,205.5
11.085,207.15
10.69,204.5
12.325,209.45
11.879999999999999,211.14999999999998
12.5,213.3
11.76,214.8
12.265,213.8
11.8,212.64999999999998
12.285,212.7
12.274999999999999,217.75
11.605,220.85000000000002
11.059999999999999,227.55
10.23,231.4
9.635,241.10000000000002
9.58,252.3
9.4,261.29999999999995
9.34,275.29999999999995
9.405000000000001,286.35
9.56,290.35
9.385,294.9
9.015,298.15
9.33,304.0
9.115,304.29999999999995
8.75,305.70000000000005
8.774999999999999,308.25
8.405000000000001,311.0
8.015,312.5
7.68,309.04999999999995
6.49,304.75
5.405,300.15
4.535,290.75
3.835,274.25
4.125,260.2
4.54,252.5
5.32,235.60000000000002
6.865,224.45
7.715,217.95
9.22,212.25
10.335,205.6
10.68,197.4
11.705,198.14999999999998
10.16,193.8
9.465,192.65
10.035,192.75
10.335,197.55
10.605,196.65
11.2,195.8
11.14,193.0
12.0,192.0
13.25,188.3
13.275,191.35
12.43,195.5
12.785,198.75
12.715,200.45
12.155,205.89999999999998
12.11,207.14999999999998
12.085,206.95
11.18,209.0
11.280000000000001,209.85
10.895,212.3
10.73,212.75
9.4,209.75
9.96,208.35
10.45,204.75
8.370000000000001,203.05
7.355,199.75
5.595,188.5
5.505,185.5
6.0649999999999995,184.25
6.6,180.05
7.775,178.3
8.440000000000001,180.5
9.33,178.10000000000002
11.515,180.0
12.59,184.95
14.35,187.95
14.865,192.45
13.114999999999998,193.35000000000002
