,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
105,494918.6603662731,0.0,494918.6603662731,494918.6603662731,9770.353873607763
106,255140.2195439244,0.0,255140.2195439244,255140.2195439244,5261.559323025418
107,362273.3340244003,0.0,362273.3340244003,362273.3340244003,7309.398042830803
108,508127.0335011402,0.0,508127.0335011402,508127.0335011402,10011.437923920439
109,462392.6406433326,0.0,462392.6406433326,462392.6406433326,9173.622031227927
110,466193.2625014314,0.0,466193.2625014314,466193.2625014314,9243.543782563393
111,920788.0931067119,0.0,920788.0931067119,920788.0931067119,17253.736893023295
112,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.739105709763
113,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.71017171676
114,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.68123771661
115,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.652303709307
116,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.623369694855
117,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.594435673247
118,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.56550164448
119,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.53656760856
120,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.507633565503
121,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.47869951529
122,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.44976545791
123,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.420831393403
124,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.39189732173
125,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.3629632429
126,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19203.33402915693
127,998563.2478518989,0.0,998563.2478518989,998563.2478518989,18563.67619203732
128,970690.3949370063,0.0,970690.3949370063,970690.3949370063,18095.813079371183
129,983296.7162517257,0.0,983296.7162517257,983296.7162517257,18307.619081634162
130,1019679.5762442888,0.0,1019679.5762442888,1019679.5762442888,18916.733330782266
131,977276.3205343055,0.0,977276.3205343055,977276.3205343055,18206.448720398806
132,863101.1778576324,0.0,863101.1778576324,863101.1778576324,16271.096885409248
133,956118.5513823929,0.0,956118.5513823929,956118.5513823929,17850.314952237248
134,888119.0473724445,0.0,888119.0473724445,888119.0473724445,16698.05197128306
135,783378.0425163144,0.0,783378.0425163144,783378.0425163144,14898.782763581008
136,795883.0384100293,0.0,795883.0384100293,795883.0384100293,15115.190108098599
137,697310.675368307,0.0,697310.675368307,697310.675368307,13396.609557926738
138,601888.1172423563,0.0,601888.1172423563,601888.1172423563,11704.157294120972
139,527598.2826072671,0.0,527598.2826072671,527598.2826072671,10365.17753587497
140,312968.650575938,0.0,312968.650575938,312968.650575938,6374.072721072341
141,174784.49779690616,0.0,174784.49779690616,174784.49779690616,3680.3607930377975
142,97877.02202498102,0.0,97877.02202498102,97877.02202498102,2099.974930051014
143,53276.19073811683,0.0,53276.19073811683,53276.19073811683,1142.855477416177
144,69177.86128364416,0.0,69177.86128364416,69177.86128364416,1426.1806971339213
145,98342.89361387827,0.0,98342.89361387827,98342.89361387827,2006.9142380099975
146,167523.96100981068,0.0,167523.96100981068,167523.96100981068,3433.436009548352
147,382326.81934902264,0.0,382326.81934902264,382326.81934902264,7685.531946648449
148,549822.9372542145,0.0,549822.9372542145,549822.9372542145,10767.260262498676
149,966802.6897699557,0.0,966802.6897699557,966802.6897699557,18029.232887506096
150,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19202.01289168676
151,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.983957267053
152,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.9550228402
153,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.926088406188
154,1015489.262509441,0.0,1015489.262509441,1015489.262509441,18845.442591546573
155,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.868279954964
156,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.8393454995
157,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.810411036895
158,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.781476567136
159,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.752542090217
160,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.723607606145
161,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.694673114936
162,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.66573861656
163,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.636804111036
164,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.607869598352
165,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.57893507852
166,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.550000551542
167,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.521066017413
168,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.475426057073
169,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.4464915045
170,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.417556944773
171,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.3886223779
172,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.359687803873
173,1015887.503850301,0.0,1015887.503850301,1015887.503850301,18851.538023805668
174,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.301877941347
175,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.27294334587
176,730666.5939403683,0.0,730666.5939403683,730666.5939403683,13980.0528884612
177,491749.0522530903,0.0,491749.0522530903,491749.0522530903,9710.883348799964
178,200344.17606214623,0.0,200344.17606214623,200344.17606214623,4187.6865192518
179,184071.1098025096,0.0,184071.1098025096,184071.1098025096,3865.0121136210737
180,249699.9907719406,0.0,249699.9907719406,249699.9907719406,5155.008672074765
181,324996.71613315813,0.0,324996.71613315813,324996.71613315813,6602.550537872739
182,540273.656679849,0.0,540273.656679849,540273.656679849,10593.901270822396
183,703986.1253028447,0.0,703986.1253028447,703986.1253028447,13512.462700385982
184,983052.5614305111,0.0,983052.5614305111,983052.5614305111,18301.390259755768
185,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19201.001517119286
186,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.972582449565
187,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.943647772685
188,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.914713088656
189,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.885778397478
190,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.85684369914
191,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.82790899365
192,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.798974281013
193,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.77003956122
194,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.741104834273
195,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.712170100178
196,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.68323535892
197,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.65430061051
198,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.625365854958
199,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.596431092246
200,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.567496322386
201,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.538561545367
202,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.509626761195
203,813583.7657274161,0.0,813583.7657274161,813583.7657274161,15418.647469950276
204,543268.4643263951,0.0,543268.4643263951,543268.4643263951,10647.735551048598
205,689844.7364978235,0.0,689844.7364978235,689844.7364978235,13263.35122865448
206,949563.7647349059,0.0,949563.7647349059,949563.7647349059,17737.208952852314
207,511694.67025081743,0.0,511694.67025081743,511694.67025081743,10074.455928671709
208,358159.3254667261,0.0,358159.3254667261,358159.3254667261,7230.329256145804
209,708866.8417163418,0.0,708866.8417163418,708866.8417163418,13597.582157200737
210,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.28687337043
211,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.25793852403
212,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19200.229003670494
213,675244.7582970902,0.0,675244.7582970902,675244.7582970902,13005.828422007804
214,201588.4880926778,0.0,201588.4880926778,201588.4880926778,4212.0133571164515
215,19320.052940967344,0.0,19320.052940967344,19320.052940967344,411.2852433825211
216,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0
219,12523.336519896025,0.0,12523.336519896025,12523.336519896025,223.64030815851885
220,85315.22206328313,0.0,85315.22206328313,85315.22206328313,1568.869212176041
221,170636.72823303568,0.0,170636.72823303568,170636.72823303568,3431.2235741904324
222,293710.48824742355,0.0,293710.48824742355,293710.48824742355,6004.053890299434
223,823883.5833965922,0.0,823883.5833965922,823883.5833965922,15594.633646071148
224,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.779738317164
225,615677.4876063715,0.0,615677.4876063715,615677.4876063715,11947.748540861743
226,298348.5683804756,0.0,298348.5683804756,298348.5683804756,6092.932518494673
227,283838.70899654983,0.0,283838.70899654983,283838.70899654983,5814.357567652929
228,344742.79624394496,0.0,344742.79624394496,344742.79624394496,6976.185098247864
229,460323.1753087515,0.0,460323.1753087515,460323.1753087515,9132.792534404913
230,494921.5032229646,0.0,494921.5032229646,494921.5032229646,9767.438918954182
231,662705.5006729532,0.0,662705.5006729532,662705.5006729532,12783.117069155509
232,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.56248341436
233,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.53354814166
234,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.5046128618
235,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.475677574796
236,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.446742280637
237,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.417806979316
238,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.388871670842
239,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.359936355224
240,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.33100103245
241,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.30206570251
242,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.273130365425
243,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.24419502119
244,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.215259669792
245,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.18632431125
246,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.157388945558
247,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.1284535727
248,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.09951819269
249,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.070582805525
250,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.041647411203
251,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19198.012712009735
252,900655.4440250921,0.0,900655.4440250921,900655.4440250921,16906.789664205917
253,905906.0956337523,0.0,905906.0956337523,905906.0956337523,16995.972860989306
254,869010.6932675883,0.0,869010.6932675883,869010.6932675883,16367.536175062425
255,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.89823757847
256,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.86930214154
257,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.84036669746
258,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.81143124622
259,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.782495787847
260,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.753560322293
261,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.724624849605
262,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.695689369757
263,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.666753882746
264,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.637818388594
265,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.60888288727
266,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.579947378807
267,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.551011863186
268,1036858.4632725009,0.0,1036858.4632725009,1036858.4632725009,19197.522076340414
