,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
91,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.276453123512
92,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.253659267788
93,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.230865406447
94,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.208071539477
95,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.1852776669
96,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.162483788692
97,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.139689904863
98,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.11689601541
99,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.094102120343
100,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.071308219662
101,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.04851431335
102,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.025720401421
103,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15124.002926483867
104,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.9801325607
105,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.957338631912
106,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.934544697498
107,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.911750757472
108,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.88895681182
109,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.86616286054
110,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.843368903648
111,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.820574941139
112,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.797780973002
113,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.774986999237
114,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.752193019867
115,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.72939903487
116,662091.6606271851,0.0,662091.6606271851,662091.6606271851,12520.985875722447
117,585509.313283369,0.0,585509.313283369,585509.313283369,11194.680071919976
118,744974.8354660446,0.0,744974.8354660446,744974.8354660446,13933.198050313895
119,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.63957563568
120,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.61678162292
121,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.59398760453
122,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.571193580525
123,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.548399550888
124,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.52560551565
125,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.50281147477
126,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.480017428288
127,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.45722337617
128,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.43442931844
129,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.411635255085
130,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.388841186112
131,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.366047111516
132,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.343253031308
133,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.32045894547
134,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.297664854019
135,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.27487075694
136,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.252076654242
137,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.229282545923
138,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.206488431977
139,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.183694312414
140,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.160900187238
141,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.138106056436
142,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.115311920012
143,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.092517777968
144,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.069723630306
145,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.04692947701
146,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.024135318112
147,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15123.001341153578
148,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.97854698343
149,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.955752807662
150,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.932958626277
151,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.910164439258
152,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.887370246634
153,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.864576048378
154,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.841781844501
155,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.81898763501
156,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.796193419897
157,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.773399199155
158,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.750604972798
159,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.727810740822
160,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.70501650322
161,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.682222259991
162,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.659428011155
163,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.636633756692
164,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.61383949661
165,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.59104523091
166,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.56825095958
167,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.545456682628
168,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.516498805946
169,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.493704516233
170,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.470910220913
171,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.448115919957
172,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.425321613395
173,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.402527301192
174,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.379732983376
175,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.356938659943
176,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.334144330885
177,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.311349996207
178,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.288555655909
179,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.26576130999
180,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.242966958449
181,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.220172601285
182,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.1973782385
183,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.174583870099
184,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.151789496078
185,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.128995116427
186,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.106200731163
187,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.083406340267
188,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.060611943756
189,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.037817541623
190,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15122.015023133867
191,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.992228720495
192,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.969434301503
193,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.946639876884
194,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.923845446647
195,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.901051010793
196,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.878256569309
197,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.855462122207
198,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.83266766948
199,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.809873211132
200,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.787078747173
201,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.764284277586
202,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.741489802374
203,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.718695321544
204,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.69590083509
205,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.673106343025
206,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.650311845331
207,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.627517342013
208,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.60472283308
209,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.581928318523
210,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.559133798342
211,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.536339272536
212,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.513544741116
213,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.490750204079
214,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.467955661405
215,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.44516111312
216,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.422366559218
217,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.399571999684
218,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.376777434529
219,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.353982863757
220,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.33118828737
221,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.308393705354
222,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.28559911772
223,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.262804524464
224,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.240009925577
225,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.217215321083
226,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.194420710955
227,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.17162609521
228,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.148831473844
229,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.126036846854
230,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.103242214242
231,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.08044757602
232,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.057652932166
233,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.034858282685
234,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15121.012063627602
235,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.989268966885
236,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.966474300536
237,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.943679628577
238,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.920884951
239,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.8980902678
240,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.875295578971
241,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.85250088453
242,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.829706184451
243,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.806911478767
244,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.784116767456
245,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.761322050525
246,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.73852732797
247,560799.2601012777,0.0,560799.2601012777,560799.2601012777,10759.862242072886
248,169627.34922864434,0.0,169627.34922864434,169627.34922864434,3532.8240154246655
249,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.673462406827
250,815888.6268373778,0.0,815888.6268373778,815888.6268373778,15120.650667662596
251,193332.31400282917,0.0,193332.31400282917,193332.31400282917,3996.762366651673
252,244426.3689514238,0.0,244426.3689514238,244426.3689514238,4982.210505686289
253,39012.85732950039,0.0,39012.85732950039,39012.85732950039,834.6206281264398
254,121235.15423717507,0.0,121235.15423717507,121235.15423717507,2308.953184370466
255,64870.23097765925,0.0,64870.23097765925,64870.23097765925,1391.8792972308381
256,1126.8339965856067,0.0,1126.8339965856067,1126.8339965856067,0.0
257,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0
259,25022.348726930813,0.0,25022.348726930813,25022.348726930813,446.8302963921293
260,22590.347006271,0.0,22590.347006271,22590.347006271,482.33067088080406
261,33880.40473750644,0.0,33880.40473750644,33880.40473750644,680.1634162349399
262,6449.945657447581,0.0,6449.945657447581,6449.945657447581,135.30087395984248
263,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0
265,322.8800107690066,0.0,322.8800107690066,322.8800107690066,0.0
266,21810.541587809937,0.0,21810.541587809937,21810.541587809937,388.6584456127331
267,14112.622788245731,0.0,14112.622788245731,14112.622788245731,300.72979197500706
268,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0
279,29184.088680229645,0.0,29184.088680229645,29184.088680229645,521.072349038662
280,53059.702298658995,0.0,53059.702298658995,53059.702298658995,1050.4093241999233
281,26147.562864432297,0.0,26147.562864432297,26147.562864432297,559.1078556438096
282,21194.35507193148,0.0,21194.35507193148,21194.35507193148,453.75871463371993
283,0.0,0.0,0.0,0.0,0.0
284,21557.129889215157,0.0,21557.129889215157,21557.129889215157,384.27988775745104
285,0.0,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0,0.0
